content,label,title,subtitle,predicted_label
特斯拉中国在10月19日称，目前上海工厂已基本完成产能爬坡，在满足中国消费者需求的同时将把产品提供给欧洲消费者。美国电动汽车媒体Electrek报道称，目前已有法国消费者收到单据，显示其购买的Model3将来自中国。特斯拉中国产Model3将出口至欧洲,0,特斯拉中国产Model3将出口至欧洲,,0
不少网民在微博，微信和QQ群上同时收到这样骇人听闻的诽谤信息：称中央电视台已经播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，并告诫...O网页链接,1,可口可乐：已正式向公安机关报案_网易女人,,1
虽然我不喜欢爱奇艺但是更不喜欢长臂猿美国哪里都要插一等这事完了271我还是会继续说你的狗崽子加油,0,,#爱奇艺遭美国证监会调查#,0
美股开盘道指暴涨逾1500点，创历史新高。之后，多只科技股下跌带动纳市高开低走。辉瑞盘初涨15%，受公司新冠疫苗消息提振。航空股、邮轮股、旅游股集体大涨。嘉年华邮轮大涨30%，美联航、美国航空涨超20%；,0,,,0
爱奇艺称遭美国证监会调查，股价盘后跌超16%,0,,,0
美国三大股指集体高开，道指开盘涨超1500点；辉瑞涨超15%，此前辉瑞与BioNTechSE公布最新新冠疫苗研究数据；受辉瑞疫苗消息利好，AMC院线大涨75%。,0,,#美股#,0
中国人就这样，跟人家麦当劳有啥关系，还不是看人家是外国企业，有钱啊。为钱不要脸了都。麦当劳否认网传声明;专家:家属可起诉求偿。O假消息店家不承担孩子生活费（分享自搜狐新闻客户端）,1,假消息店家不承担孩子生活费,,1
百度今天发布了截至6月30日的2020财年第二季度未经审计财报。报告显示，百度第二季度总营收为人民币260亿元（约合36.9亿美元），同比下降1%；归属于百度的净利润为人民币36亿元（约合5.07亿美元），同比增长48%。百度第二季度总营收260亿元净利润36亿元,0,百度发布第二季度财报净利润同比增长48%,#科技公司财报#,0
微软在MSDN上宣布，他们将于2020年6月1日关闭用于WindowsUWP应用的MicrosoftAdMonetization平台。……详情点击：凉凉，微软计划关闭Windows10UWP应用广告收益平台,0,凉凉，微软计划关闭Windows10UWP应用广告收益平台,,0
20日当天来自澳大利亚和韩国商品中，澳大利亚的龙虾制品、罐装鲍鱼等将立即取消关税；而韩国西洋参、天麻等关税也降为零。至于澳大利亚奶粉、牛排；韩国化妆品，则没有马上免税。其中澳大利亚配方奶粉要4年后才完全免税。,0,中韩中澳自贸协定今起生效哪些商品可以马上免税,#民生#,1
据路透社报道，中国农业银行副总裁杨琨欠澳门赌债30亿人民币，此前中国农业银行已发布公告证实，农行执行董事、副行长杨琨正协助有关部门调查，但未透露杨琨所涉具体事由。,1,外媒：农行副总裁杨琨欠澳门赌债30亿人民币,,0
$天成自控sh603085$天成自控：收到上汽大众，点击链接查看更多->网页链接,0,,,0
不管咋滴，这是中国的企业，而且美国的目的也是司马昭之心，也别太幸灾乐祸了。,0,,#爱奇艺遭美国证监会调查#,1
周一早盘，沪指高开低走，盘中一度跌逾1%，随后拉升，再度站上4300点，创出七年年新高；午后沪指一度走高涨近2%；随后大盘跳水。截至收盘，沪指报4217.08点，跌1.64%。成交量方面，沪市成交突破万亿元大关，随后数据不再更新。,0,先升后跌！沪市成交额爆表破1万亿,,0
魅蓝5S即将年后发布？此前曾有曝光魅蓝5S将于除夕夜发布，但被证实为假消息，该手机搭配联发科6753和5.2英寸屏幕，此次再次曝光其售价高达999元，大家怎么看？,0,,,0
中国人对红木家具的痴迷，直接导致了紫檀、黄檀、黑黄檀数量的大幅下降。为了遏制这一现象，华盛顿公约在2013年将五种红木提升到了附录二，意味着国际贸易已严重威胁到这五种植物。但这一条款的公布，可能会间接引发中国红木贸易最后的疯狂：,0,你以为你消费的只是红木？,,0
9月15日，阿里巴巴在香港开启亚洲市场首场路演。马云意外透露，已经在香港置业，并将通过投资移民的方式落户香港，预计2015年底就会正式成为香港永久居民，希望晚年能在香港度过。大鹏看天下,1,马云2015年移民香港！,,0
太恶劣了；疑似顺丰快递员截获用户购买的口罩朋友圈叫卖，转发曝光严惩。顺丰集团happy热哥的微博视频,1,,,1
又出幺蛾子，别怕，奉陪到底。,0,,#爱奇艺遭美国证监会调查#,0
外资目前净买入7.39亿，今天的目的很明确，富时罗素扩容，及时盘中不进场，尾盘也会大笔资金被动进场流入A股。众泰汽车这么个涨法，应该是有大机构要去收购这个汽车了吧？不然怎么天天涨停！！！,0,,#财经#,0
南京将聚焦软件和信息服务、新能源汽车、新医药与生命健康、集成电路、人工智能、智能电网、轨道交通、智能制造装备等八大产业，提出全面实施产业链“链长制”，推动八大产业主营业务收入每年增长20%左右。推动IC、AI等主营业务收入年增长20%，南京发布产业链发展工作方案,0,推动IC、AI等主营业务收入年增长20%，#南京发布产业链发展工作方案#,#南京发布产业链发展工作方案#,0
中央经济工作会议今天开始在北京举行，会议将布置明年经济工作。2015年是“十二五”收官之年，今年成绩如何？还有哪些考验期待解决？戳链接看中国经济的“成绩单”↓↓,0,一图解读：明年中国经济将迎来哪些考验？,,0
『比尔盖茨：我们低估了口罩的价值某些领导人帮倒忙』比尔盖茨：我们低估了口罩的价值某些领导人帮倒忙,0,,,0
网上热传，微信收费将于7月1日开始，收费标准信息5分条，语音1毛条。如果是真的，你还会用吗？,1,,#微信收费#,1
香港0.2元/度，上市公司中电2011年盈利131.88亿港元；深圳0.68元/度，内地电厂和电网都喊亏！香港年人均收入约20万人民币，深圳人均约5万。你年年都喊亏，钱亏哪儿去了？对说谎和鱼肉百姓者是否应该建一份＂最缺德＂档案呢？,1,深圳香港电价对比,,0
垃圾爱奇艺，哦，同情不起来虽然不喜欢爱奇艺，但也轮不到美国查吧，爱奇艺这只??只能我们自己欺负,0,,#爱奇艺遭美国证监会调查#,0
人家45分钟下了42G，果然是大公司,1,中午刷不开新浪微博，原来是这样。。,,1
"519中国旅游日当天，净月潭景区门票实行半价优惠，成人原价30元，半价15元,学生及老人票价15元不变景区开放时间客服中心：8:00至16:30正门西门：5:30至19:00",0,,,0
12月20日，在今天举行的第二届崇礼论坛上，百度创始人、董事长兼CEO李彦宏在演讲时指出，过去十年是“互联网经济”时代，未来十年，“智能经济”将成为中国经济的标签。谈及2022年北京冬奥会，会场将部署经过百度无人驾驶技术改造的无人车。,0,,#智选联通·趣侃冬奥#,0
别讲话用心去感受～广州白云区陈田村130亿拆迁赔偿款到位，村部礼堂分钱，5000人。每人260万。行政法思述的微博视频,1,,,1
在网上看到新闻，说马化腾先生昨晚因汹酒过度导政心肌梗塞死亡？是真的吗？,1,,,1
近日，省公安厅、省农业农村厅发布。为提高全社会对长江禁渔工作的知晓度、参与度，鼓励广大人民群众积极举报违法犯罪线索，协助公安机关和农业农村（渔政）部门查处非法捕捞违法犯罪案件，现将全省各市州、直管市、神农架林区公安机关、农业农村（渔政）部门受理举报电话公布如下：,0,湖北公布长江流域非法捕捞违法犯罪举报电话,#长江流域重点水域将10年禁捕#,0
去医院就是孕检？这个时候不是应该给他们多一点空间吗？别过度关注了剧有料bot的微博视频,0,,#何猷君否认奚梦瑶怀二胎#,1
两只乌龟在田边一动不动，一专家问老农，它们在干什么？老农说“在比耐力，谁先动谁就输了”专家指着一龟壳上有甲骨文的龟说:“据我多年研究，这只龟已死五千多年”另一只龟伸出头来说:“草！死了也不说一声，害得老子在这里干等”话刚说那只有甲骨文图案的龟伸头大笑“你输了吧，专家的话你也听“,0,,,0
JYJ简单的谈话视频，全称无尿点，各种好笑，但是麻烦当哥哥的下次不要欺负秀秀，好么。,0,,#韩流天天看#,0
你们都在刷着文章，马伊利，可你们知道么？文章文章的声明是抄袭高晓松高晓松的。,1,,#周一见#,1
秋天到了，冬天还会远吗？未来的“文化部部长”兼“二人转转长”山本大叔昨晚已被控制，清算倒计时。拔出萝卜带出泥，洗都洗不干净啊。。。。。。,1,,,1
重要通知：少数民族运动会期间，郑州所有物流停运，大家该屯东西的这两天赶紧！8月25号起快递停运！郑州同城,1,,#郑州爆料#,1
昨天爆出PaulWalker的车祸死讯，夜里爆出死者照片，结果刚刚又爆出已经缝合好的照片，据说没有死，你们这是要折腾死我们啊！？（照片血腥，请谨慎查看）,1,,,1
整理出40部反复看都不会腻的韩国电影，小伙伴们赶紧马走慢慢看。,0,,,0
(〃▽〃)睡树上叫都叫不醒，下到一半还伸爪子求抱抱，是有多懒啊......,0,,#今日最鲜#,1
荣光的一位是谦虚客气的志龙！,0,BIGBANG饭团?直播,,1
这群鸭子好励志啊，感觉最后一只上去的时候眼泪都出来了！,0,,,1
章兄的書終於收到了聖寶劍橡葉騎士,0,,,1
20日，澳大利亚一名女子在昆士兰遇到一条巨大的橄榄蟒，吞噬一只淡水鳄鱼。她冒险用镜头记录下了这一幕，最后蟒蛇对着镜头顽皮一笑，好像什么也没发生……,0,巨蟒生吞鳄鱼后对镜头“顽皮一笑”[生病],#微镜头#,1
7月23日上午，主题为“亮丽内蒙古相约敕勒川”伊利情——第27届内蒙古草原旅游那达幕大会暨第13届中国·蒙古族服饰艺术节在土默特左旗敕勒川草原文化旅游区（哈素海）隆重开幕。戳图了解！,0,呼和浩特那达慕大会现场高清大图，具体项目时间安排出炉,#呼和浩特身边事#,0
刘翔的七步上栏法是针对从起跑点到第一个栏杆之间的距离13.72米，但是这次伦敦把这个距离增加到13.85米，这就不难理解刘翔在第一个栏就踩栏，也导致同组多名选手踩栏，而英国选手练的就是13.85米，所以顺利晋级！关注中，求真相帝！?薛蛮子,1,网传刘翔退赛惊人内幕伦敦粗心竟令栏间距增加！,,1
国外某网友家里养了七只喵星人，每天下班回家的时候，都能看到窗户后面一排喵星人瞪着自己……你来感受一下。实际上，喵星人的想说的是：“铲屎的你终于回来啦！快来伺候大爷们！”一首,0,集齐七只小奶喵能不能实现一个愿望？[喵喵],,0
信任，就是这么建立起来的，好有爱！！！,0,,,1
体育所体现的是人体和运动的美，、与设计跨界结合，希望用更现代、艺术的方式传递运动之美，也让厦门这座融合多种文化的城市，透过一枚特色奖牌，让跑者和关心体育的人能直观地感受它的文化底蕴。|厦马和海沧...,0,,#厦门马拉松#,0
曼联对阵尤文图斯的赛前发布会上，穆里尼奥本人否认了与皇马的绯闻，他表示自己更愿意留在曼联。穆里尼奥说：“我在这很开心，我愿意履行完我的合同，我也愿意在合同到期后继续留在这里。我现在想的所有事情都是关于曼联。”谈及对手，穆里尼奥恭维尤文道：“尤文过去五年都是冠军的候选，他们打进了展开全文c,0,,,0
杨振宁82时娶了28岁的翁帆，如今，翁帆68岁的父亲翁云光和杨振宁18岁的孙女喜结连理。翁云光表示杨振宁将夫妇将到潮州参加他与其孙女的婚礼......我完全不知道他们将怎么称呼对方或者其子女今后该怎么相互称呼了......（微评：行为惊人，推陈出新。）,1,这一家四口，搞晕了13亿中国人！,,1
“不打篮球的人永远也不明白篮球空心‘唰’网而过的声音有多迷人。”大家晚安,0,,,0
最近超火的苯宝宝是不是唤起了你内心深处的化学之魂？果壳网,0,苯宝宝表情包闯作大会，本宝宝已疯,,1
超有范的儿童版，那个尖叫不断的现场.....好火辣！,0,,,1
杭州亚运会官方供应商身份发布会暨衣邦人六周年庆倒计时1天1月6日（明天），锁定衣邦人，与你不见不散~,0,,#热爱向未来亚运有温度#,0
房祖名被抓的时候不是说了吗，大麻是朋友从国外带来的，港媒不是爆料房祖名有120个艺人朋友涉嫌吸毒嘛，他微博上关注了EXO的鹿晗和黄子韬，想起前两天EXO在机场拒绝检查行李…………睡觉了…晚安………柯震东房祖名吸毒2PrincesAvenue,1,,#柯震东房祖名吸毒#,1
“去欧洲，你会感受到西方的文明；去看尼亚加拉瀑布，你会感受到大自然的鬼斧神工；去梵蒂冈，你会感受到历史人文的厚重……”王启思带着老伴玩了12年，还要继续“加快脚步”。他鼓励不管是年轻人还是老年人，都应该要多去外面的世界看一看。,0,年纪大了，要加快脚步看世界！,,0
今晚有三首歌是张杰以前唱过的，不同的声音，不同的感悟。回味一下杰哥的版本吧。MP3版,0,我是歌手,,0
文章陈妍希双双出轨!马伊琍陈晓忍无可忍要离婚?网友感叹：贵圈真乱文章陈妍希双双出轨!马伊琍陈晓忍无可忍要离婚?网友感叹：贵圈真乱,1,,#文章#,1
"n.照骗。faux是法语的""假""，读音。faux+photograph合在一起就是假照片。",0,fauxtograph,#每日一词#,0
HappybirthdaytomaggieMaggiesum11??,0,,,1
正经科普向|薛之谦的聊...,0,,,0
听说广电规定从此以后所有电影女主角感情必须从一而终，不得有三角恋。呵呵了，怎么着，要不要回封建社会，妹纸们小脚裹起来？！,1,,#性别歧视要升级了是吗#,1
今天出狱，出狱即巅峰，900w签约快手，打工是不可能打工的啦，这辈子都不可能。yevon_ou的微博视频,1,zt,,1
脚伤照片出来了，不多说了，刘翔，英雄。质疑刘翔作秀的人，请闭嘴！！！刘翔我们支持你！请大家顶起来，让感动常在！,1,心灵,,1
「有哪些长得比较逆天的动物？」哎呀哎呀都好萌呀，长见识了(??????????),0,,#值得一看#,1
昨晚东航飞上海，又是流量控制，不出所料地晚点近两小时。翻看，封面是郭敬明。他提到给韩红写歌时，赶不上回沪的飞机。韩红一个电话，飞机延迟起飞，等他登机。忍不住联想，全国比韩红能量大的权贵名流又有多少？普通人连自己的时间都守不住。,1,,,1
这笑声太魔性了！根本停不下来！,0,,,1
六小龄童（大师兄）离开人世了，二师兄横尸黄浦江，没有大师兄的保护，唐僧真的摊上大事了！（埋葬唐僧遗体古刹为申遗被拆）话题双井站我在:2江南大道,1,,,1
京城四少：内地有不少喜欢和女明星传绯闻的富二代，其中几个年轻帅气的被戏称为“京城四少”，即京城四少汪小菲、汪雨、王烁、王珂。汪小菲，“俏江南”集团老板张兰的独子，生活奢侈，喜爱名车。和章子怡传过绯闻，张雨绮曾经是其公开女友，目前已同台湾女星大S...O网页链接,1,,,0
昨晚祁同伟和高小琴这一段简直就是中年人偶像剧既视感，明明是反派还差点看哭我，尤其是那句：“没有谁可以欺负你”和“记住，我最爱你”....真让人少女心爆棚，比好多偶像剧还自然和真挚，这一刻我的三观已经飞了，好希望他俩一起远走高飞秒拍视频.,0,,#人民的名义#,0
NBA目前疫情影响，很多球员无法返国隔离，这也包括我们cba名将孙大圣（孙悦），春节期间，孙悦陈露携全家美国度假，目前美国疫情严重无法回国，大胆的推测他俩应该都拿到绿卡了，改国籍就是时间的事,1,,,1
自称李敖第二，染香第一。天生胸狠，迷人的五毛党主席，最犀利的时事评论员的染香终于在东方卫视露面。这就是传说中调侃过不少男人的染香。其真名叫余进，曾经的杭州高考状元，清华高材生，流血英国剑桥…,1,染香写真曝光,,0
刹那、弹指或瞬间到底是多长时间。记载：1剎那者为1念，20念为1瞬，20瞬为1弹指，20弹指为1罗预，20罗预为1须臾，1日1夜有30须臾。换算结果：须臾＝48分钟，弹指＝7.2秒，瞬间＝0.36秒，剎那＝1念＝0.018秒。须臾>弹指>瞬间>刹那=1念。（转）,0,时间概念,,0
美国当地时间2月19日星期二早上8点，著名演员摩根-弗里曼因心脏病在洛杉矶去世。他被大家熟知的代表作有、、三部曲等。向伟大的艺术致敬！今夜，点灯。,1,,,0
:每次看到这样的你，都好心疼！拜托一定要照顾好自己！??????Bigbang权志龙公共主页,0,,#G-Dragon#,1
看國外新聞說：演員尼古拉斯凱奇（NicolasCage），滑雪身亡，1964-2013，年仅49岁。真的假的？！上海派對SHClubbing,1,,,1
整体酷似年初好评如潮的那部，科学家、人工智能与外来探访者的故事，低成本，小格局，悬念出彩，探讨科技伦理，涵义丰富，结局大翻转更引人思辨，非常良心的独立硬科幻，重新探讨了那个古老的科技命题：机器人可以具有人性吗？在线：,0,2015科幻惊悚片《非凡》,,0
"刚刚我趴在楼上阳台吃葱油饼,听到楼下有一对男女的谈话.男的脸红说:""你能和我交往吗?""女孩冷冷地说:""只要天上掉葱油饼我就和你交....""我一听,顺势就把葱油饼丢到了女孩头上...加油吧!小兄弟!只能帮你到这了!",0,,,1
把目光放在别处，洒脱还给自己，做想做的事情，去想去的远方。,0,,,0
窝突然想总结一下！！QAQ不不就对比一下！！QAQ因为...差的好大！！卧槽窝以前怎么就那！么！渣！！艾玛这么渣基友都不嫌弃好感动！！2012年3月10日茶蛋刚出生和现在的饺子和麦片！...我要继续加油~~TuT,0,,,1
近日，一只宠物猴的照片风靡网络。据了解这种猴名为“石猴”，国家唯一允许个人饲养的宠物猴，8000一只价格不菲。石猴并不易养，性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”,1,终于找到这只猴子了！活脱脱的孙悟空！,,1
"11日播出的JTBC新综艺中,Jackson很早就起床去卫生间为外出做准备,此时他脱掉上衣,展现出结实的腹肌.",0,naver综合,#他人的取向#,0
朴三岁小盆友扑闪扑闪的大眼睛~,0,naverblog,,1
希望传闻是真的，保罗·沃克还没有死.,1,,,1
1910年的今天他生于无锡，19岁被清华破格录取，数学仅15分；他立志横扫清华图书馆，一部作品引述4000多位名家的书证；他涉笔成趣，长篇小说被誉为“现代”；他与杨绛先生的爱情，让人羡慕动容……他曾说：“越是聪明人，越要懂得下笨功夫。”怀念！,0,钱钟书，嗜书如命,#那年今日#,0
近年演艺界人士涉毒消息屡现报端，一些吸毒者自称“借吸毒减压”。对此，陈道明发问：“现代人谁没压力？你压力有老百姓大吗？”“演员，要非说有压力，也是在名利场想出名的压力。用压力解释吸毒，纯属借口。”（新华网）,0,陈道明发问吸毒艺人:你压力有老百姓大吗？,,0
“组织”就是在你遇到困难时，他说无能为力；在你遇到不公时，他说要正确对待；在你权益受到侵害时，他说要顾全大局；在你受到诬陷时，他说你要相信组织；在需要人做出牺牲时，他说组织考验你的时候到了；当需要人冲锋陷阵时，他说是你坚强后盾；在你取得成功时，他说是组织培养的--周立波,0,,,0
一定要这样子欺负一只单身狗吗？！心疼,0,,,0
下期嘉宾阵容！东东陈学冬、小骄傲张艺兴努力努力再努力x、李小璐Super璐、、姜雯coco看到嘉宾小编就坐不住啦，这周末还没过完就期待下周末啦！精彩预告快点戳：,0,,#快乐大本营#,0
在北京时间昨晚葡萄牙1-0战胜摩洛哥队的比赛当中，C罗女友乔治娜再次亮相球场观战。球星C罗14年换22任女友，各个都是顶尖美女！娱乐情报小...,0,,#C罗女友乔治娜#,0
为强化广播电视节目的科学评价和规范管理，准确掌握广播电视节目收视情况，国家广播电视总局制定并发布了,0,,,0
你有多久没有问候身边的人？你又有多久没有收到别人的问候？今天对于每个人来说都是一个温馨的节日，无需昂贵的礼物，无需繁复的礼节，需要做的很简单，只要一个笑容，一声你好，一个拥抱，就能把快乐带给周围的人。世界问候日到了，问候你最爱的人。(央视),0,今天世界问候日你想问候谁？,,0
"公开了六名角色海报.这部根据韩国人气漫画改变的电视剧将在明年1月4日tvN月火档播出,由朴海镇、金高银、徐康俊、南柱赫、李圣经等联袂出演.",0,naverblog,#奶酪陷阱#,0
年轻时无论如何要确立一个目标。一克服懒惰消极靠目标。没目标就瞎混，一天到晚打牌玩游戏睡懒觉。二克服怨天尤人靠目标。没目标就牢骚满腹，小小年纪，什么都没干就学出一付失意老者的尖酸刻薄，一肚皮不合时宜，一脑子愤愤不平，觉得全世界对不起你。最无聊。古语说：“品卑由于无志。”定方向要努力,0,,,0
(〃▽〃)猫咪第一次见小豚鼠：诶，这是个啥啊......还挺萌的......摸摸头,0,,,0
刘翔七步上栏法针对从起跑点到第一个栏杆之间的距离13.72米，但这次伦敦把距离增加到13.85米，这就不难理解刘翔在第一个栏就踩栏，也导致同组多名选手踩栏，而英国选手练的就是13.85米，所以顺利晋级！求真相啊新闻：,1,网传刘翔退赛惊人内幕伦敦粗心竟令栏间距增加！[汗],,1
今年4月1日是张国荣逝世十周年，其生前好友兼经纪人陈淑芬将宣布一个保守了十年的秘密。据媒体报道，张国荣系他杀，当时警方在香港旺角将犯罪嫌疑人周峰国抓获。香港警方称，当时抓捕活动只用了两个小时，且掌握了大量证据证明张国荣是周峰国所杀。,1,张国荣真实死因将公布,#快讯#,0
古巨基大婚刘翔苏有朋到贺,0,11月11日7—17时要闻回顾（又名光棍节虐狗大合集）,,1
38岁的柴静算高龄产妇，她自己是资深烟民，这个和她的孩子有问题关系还要更大一点。不否认她做雾霾的事情对大家有利，没人可以忽视污染，不重视环境，但把自家孩子出的问题归咎于雾霾有点牵强！刘若英45岁生孩子，孩子也很健康！一个长期烟民、作息时间不规律的妈妈，孩子出问题很正常！,1,,#穹顶之下#,0
因公司大量库存！假如本届伦敦奥运会结束时，中国代表队还能在金牌榜上排名第一，现决定：参与转发本微博并关注广晟通讯的一人送一台iPhone4s。绝不食言，说到做到，中国加油！,1,,,1
据第12次全国国民阅读调查：①2014年我国国民人均纸质图书阅读量4.56本，比去年少0.21本②人均每天读书时长18.76分钟③人均每天互联网接触时长54.87分钟③仅2%国民认为自己阅读数量多。你，有多久没看书了？,0,戳↓感受一下中国人阅读现状[围观],#爱读书，读好书#,0
拉病人到大衣哥家中，要求其捐钱治病网络重哥的微博视频,1,,,1
烂片通缉令六六通知：5月12一定不去影院，大家一起为票房为零，做努力！中国人拍的在日本小鬼子票房为零。小日本拍的3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让贞子3D票房为零。,1,,,1
老外们时常议论，很多中国人在说英语时，听起来没有礼貌；并不是这些中国人本身没礼貌，而是他们还没有习惯英语的礼貌表达方式……「转」,0,中国人说英语为什么听起来没有礼貌？,,0
国外男歌手翻唱Adele热单嗓音独特超，级走心，好听到心醉！,0,,#下午茶#,0
操你妈小日本，苍井空闻风丧胆夹着尾巴逃回了日本，生怕因钓鱼岛事件自己被中国人民轰走，在日本居然有脸发声明宣布自己是爱国的，要退出中文微博。再来中国弄死你！来看此AV女在日本网站发表的爱国声明原文及翻译。爱国的顶起来把这些下贱胚子赶出中国。O网页链接,1,,,1
一位特别喜欢小熊猫的姑娘，跑到各处去拍它们，每一张都觉得好萌啊！?ω?,0,,,0
哎呀是不是疯啦炒女孩宿舍停电不要怕之Sunnee老师的泰语课堂详情请关注Sunneeins一個特別嘉...,0,,#火箭少女101#,1
要说情话，此句最好：有人问我你到底是哪里好，这么多年我还忘不了，春风再美也比不上你的笑，没见过你的人不会明了……李宗盛。,0,,,0
这年头没个英语专八的水平你都不好意思出来当乞丐···,0,,,1
"在今天Vapp中剧透Repackage专辑预计于23日发行,这次的Repackage有GOT7成员们的参与.",0,instiz,#GOT7#,0
这不是我青春的全部意义但却是不可或缺重要的一部分，我的青春回忆会因为爱着权志龙这样美好的人而更难忘，这也不只是一场演唱会它所带给我的能量会支撑着以后任何一段困难的时光，然后还有就是，凡是让我们喜欢到无力自拔的人我们都要去见上一面，这样才能安心的过好以后的生活虽然我们终究不能在一起,0,,,0
歌手和田光司于4月3日上午因上喉癌去世，享年42岁。感谢你曾经带给我们的无限大的梦想R.I.P,0,,,0
最近一首歌刷爆微博、朋友圈，“为什么天空变成灰色/为什么大地没有绿色/为什么人心不是红色/为什么雪山成了黑色……”歌手谭维维与华阴老腔艺人跨界合作，在持续重污染天气里，转发呼吁，还世界一点颜色~,0,当摇滚遇上中国民间艺术你喜欢吗？[带感],#微音乐#,0
有人对此鄙夷：收视率高是因为脑残多。很扯蛋的话!只有神经病才觉得别人都不正常。大家爱看这部剧，是因为它投射了现实，表达了人们想说又不太好说的话，揭示了人们心知肚明的社会现象。电视剧与周梅森的小说有距离，看小说更带劲儿，更有教育意义。,0,《人民的名义》收视率高,#何检看法#,0
是台湾同名电影的主题曲。台湾山地的茶农在种植茶叶，特别是台湾特有的高山云雾茶时，会在茶山周边、甚至是茶叶植株的附近辅助地种上鲁冰花。据说鲁冰花凋谢后肥沃了土地，可以让茶树开得更加茂盛，并且可以让茶叶芳香甜美。,0,,#鲁冰花长这样#,0
芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！目前警方已介入调查。怎么会这样啊？哎可惜了！愿一路走好！人民网扬子晚报孔庆东郭德纲何炅谢娜南方都市报中国新闻网有报天天读凤凰卫视爱奇艺娱乐微博同城会马伊琍刘晓庆张泉灵,1,@芙蓉姐姐就这么走了,,1
2013，我们如智者，面对生活乐观积极，我们似行者，追求梦想永不停歇，我们做勇者，面对挫折越挫越勇，我们为德者，化解仇恨以德报怨，这一年我们收获了很多，愿2014可以更加美好幸福。鲜花的快乐生活专业提供网上订花、鲜花速递，市区最快三小时内送达！,0,,,0
摸奶节是当地彝族传统文化的庆典，每年“鬼节”，就是农历的7月14日、15日与16日这三天，除了烧纸祭奠“好兄弟”之外，来到镇上的男男女女，只要出现就要遵守“摸奶节”的规定，是男人就高兴地摸，是女人就要愉快地接受被摸。,1,色男无法自拔的彝族摸奶节,,0
"名字真是门学问,下载一堆姓名学app,买了些姓名五行书,希望他们中文名或英文名能有关联性,看来我要好好开始研究了你有什么好建议呢?",0,,,1
"领导和姚明一家合影，领导们当仁不让的站到了姚明一家的前面，姚明的母亲几乎被挡住,第二批上来的是姚明火箭队的美国人，给姚明老婆和母亲全部让位。。。。。（via广州刘云云）——2011年7月21日",1,风度和教养,,1
（我现在出门都带个本，随时接灵感，一不小心就创作了）,0,,,0
当几个残疾小孩唱出：“以后我会英俊吗？会富有吗？妈妈说，世事不可强求，一切順其自然吧。”很震撼，泪奔！最后二十几秒的歌声空白，让人遐想联翩~~,0,,,0
心理学博士张怡筠：不管这个人再有钱，长得再帅，只要他喜欢抱怨，你赶快谢谢他，祝他一辈子幸福，并再也别跟他联系了,0,,,1
限制未成年人每天登陆时长、升级成长守护平台、强化实名认证体系——为保障未成年人健康成长，经过将近一个月的调试和内测，腾讯将于7月4日以为试点，率先推出健康游戏防沉迷系统的“三板斧”。,0,王者荣耀将严防沉迷措施：12岁以下每天限玩一小时,,0
王俊凯晒多张自拍照，精致侧颜获赞。照片中，他身穿黑色羽绒服，刘海梳的整齐，瞪大的双向镜头放电，有网友调侃道：“又可以换屏保了”，但是又有网友调侃道。。。。。,0,,#大叔神吐槽#,0
陈奕迅现场版，“两鬓斑白都可认得你”，太好听！！！,0,,,0
最佳作品赏——<国际市场>！由中国演员孙红雷和高圆圆为作品颁奖！,0,,#第52届韩国电影大钟奖#,0
什么时候，我们能面对面的看一眼，不再隐藏彼此，什么时候才肯明明白白的将这份真诚在我们有限的生命力交代的清清楚楚呢？——三毛,0,,#环球语录#,0
第52届结果揭晓。影帝冯小刚则表示应该入围新人奖，以后再也不主演电影了。电影刺客聂隐娘获得五项大奖成最大赢家，68岁的侯孝贤获最佳导演，并表示想再拍唐朝戏，还要再拍十年电影；林嘉欣Karena十三年后再得金马，实现新人奖、女配、女主大满贯。参与调查：,0,,#金马奖#,0
去年12月21号为“七个作家”写的半年庆的文章，从这个公号开通，每天都有人在预言我们的消失，深海下满大雪殊为不易，我突然想到自己梦的含义：千万颗流星，虽然短暂，但却明亮。,0,,,0
"为<10Asia>拍摄画报的,动图戳大(cr.logo)",0,NAVERblog,#朴珍荣#,0
可以说是了解台湾的缺口，它带给我们多少对台湾的想象——到夜市里吃遍美食、体验民宿的生活、呼吸海边的空气聆听海浪的声音、在101观景台俯瞰台北。终究要停播了，而我却才要踏上台湾那片土地。,0,台湾，文艺不装逼,#背包笔记#,0
第七届无线音乐盛典，张杰演唱扩散啦~~~,0,视频,#张杰#,0
保罗沃克没死！！！！他还活着！！！那么出色的演员怎么会那么轻易死呢！！,1,,,1
网传采访姜文注意事项：1、所提的第一个问题很重要，要是抓住他的注意力了，随后会顺畅很多。2、如姜文开始反问，代表他不想回答这问题，可别回应他的反问，否则是个无底洞，直到他自己愿意停止。3、别拿别人评价他的话来问他，他会反感。4、多谈理想人生和艺术，少谈物质票房和电影看不看得懂的问题。,0,,,0
小李的推特，哈哈哈哈哈哈哈哈哈,1,,,0
今日网传的国安绯闻教练摩纳哥俱乐部正式宣布与主教练雅尔丁续约至2020年。,0,,,0
