content,label,title,subtitle,category
昨天走访市场时发现，福州部分超市已不见乐天品牌旗下的产品。金山金榕北路一家大型超市已下架乐天品牌旗下的产品，在饼干和休闲食品区域已不见乐天小熊饼干和巧克力派等。超市销售人员说，这几天超市总部已下发通知，要求全国分店...展开全文c,0,福州部分超市下架乐天产品　包括小熊饼干饮料等,#福州身边事#,财经商业
#现在是旅游淡季，原本广州、北京飞成都的机票全部打折，然而，七级地震发生几小时后，航空公司坐地起价，即时变为全价票。现在飞成都的乘客，多是救援、志愿者、医护、记者、伤亡者亲人。各大小航空公司，你们对这些乘客真下得了手啊！转。徐昕吉祥三宝一家于建嵘孔智勇-,1,无耻的航空公司,,财经商业
才知道奇妙清单被微软收购后，只服务到今年5月份就关闭服务器，用户可以迁移至微软的TODO（难用），试了下滴答清单发现意外的好用，全平台都有客户端，免费用户版也基本满足日常需求,0,,,财经商业
百度今天发布了截至6月30日的2020财年第二季度未经审计财报。报告显示，百度第二季度总营收为人民币260亿元（约合36.9亿美元），同比下降1%；归属于百度的净利润为人民币36亿元（约合5.07亿美元），同比增长48%。百度第二季度总营收260亿元净利润36亿元,0,百度发布第二季度财报净利润同比增长48%,#科技公司财报#,财经商业
信阳的汽车、房地产市场要火爆了！,1,,,财经商业
白宫官网消息：吉利德公司的瑞德西韦明日（2月3日）开始在中国临床试验。经特朗普总统特批，同意将该药物专利豁免，向中国紧急公开药物分子结构。至2020年4月27日，允许中国仿制此药用于治疗冠状病毒患者。,1,,,财经商业
两家央企郑重承诺：全部更换所有奥凯电缆。中国中铁中国铁建中国电建,0,,,财经商业
$天成自控sh603085$天成自控：收到上汽大众，点击链接查看更多->网页链接,0,,,财经商业
今年，城阳区计划投资1.9亿元，贯通明阳路东段、崇阳路等15条“卡脖子”路；投资4.33亿元开工建设双元路与双积路立交桥，彻底解决环湾路北向交通拥堵问题；投资900万元实施重庆北路、黑龙江路市政化管护，提高青岛迎宾路管养水平。青岛日报官方微博,0,,,财经商业
辽阳市知识产权质押融资工作全面铺开以来，全市企业利用11件专利、8件商标，实现知识产权质押融资贷款金额4000万元。为促进知识产权质押融资贷款工作，辽阳市市场监督管理局从资金管理、运用方式、运用范围、项目管理、监督管理等方面规范质押融资风险补偿基...全文,0,,#辽阳企业知识产权质押融资4000万元#,财经商业
周一早盘，沪指高开低走，盘中一度跌逾1%，随后拉升，再度站上4300点，创出七年年新高；午后沪指一度走高涨近2%；随后大盘跳水。截至收盘，沪指报4217.08点，跌1.64%。成交量方面，沪市成交突破万亿元大关，随后数据不再更新。,0,先升后跌！沪市成交额爆表破1万亿,,财经商业
曾经伟大的索尼宣布破产了。在柯达的葬礼尚未被人完全遗忘之时，摩托罗拉、诺基亚、东芝排着队等候死亡档期。醒来的速度不够快，就不用醒了，免得伤心，直接送火葬场罢了！,1,,,财经商业
又出幺蛾子，别怕，奉陪到底。,0,,#爱奇艺遭美国证监会调查#,财经商业
明天起，央行将发行2015年版第五套人民币100元纸币。1948年12月1日中国人民银行成立，同日开始发行统一的人民币，至今已发行五套人民币。你可知道人民币曾有50000元面额的？而3元纸币你又见过么？人民币进化史↓↓你见过哪几套？(图自央行微播),0,人民币进化史！戳图涨知识↓↓,,财经商业
南京将聚焦软件和信息服务、新能源汽车、新医药与生命健康、集成电路、人工智能、智能电网、轨道交通、智能制造装备等八大产业，提出全面实施产业链“链长制”，推动八大产业主营业务收入每年增长20%左右。推动IC、AI等主营业务收入年增长20%，南京发布产业链发展工作方案,0,推动IC、AI等主营业务收入年增长20%，#南京发布产业链发展工作方案#,#南京发布产业链发展工作方案#,财经商业
求证实！！！！！平安马明哲已逃亡国外，据传中央某官员母亲持有平安两亿多美元股份，北京所有外媒、英文媒体都收到材料。内容相当厚实，有事实、有依据、有时间、有地点、连国内审计报告都有。。,1,,,财经商业
外媒称，19日，美国国家动物园宣布，园里的成年大熊猫“美香”和“添添”、两岁“宝宝”和3个月大的“贝贝”将待到2020年12月。该动物园每年将支付50万美元，用于支持中国野生动物保护。网友：还是你们腻害，躺着卖萌就把钱赚了,0,美续租大熊猫每年租金50万美元[熊猫],,财经商业
21日中午12点半至1点15分，新浪微博管理员徐某使用服务器带宽下载CL网爱情动作片42G左右，造成新浪微博无法访问，目前徐某已被停职，所下载的影片硬盘已被领导没收。（人家45分钟下了42G，果然是大公司）老沉by北冥,1,求辟谣,,财经商业
早先有传闻称，微软因将游戏业务的工作重心放在了Xbox上，因此会在今年7月结束其PC平台WindowsLive的游戏服务。6月23日，微软官方对该传闻进行了回应，明确否认了该传言，并表示他们会继续支持WindowsLive的游戏服务。,0,微软否认将关闭WindowsLive游戏服务称不放弃PC平台！,#堡垒之夜#,财经商业
据香港媒体爆料：京基100正在过户，董事长陈华在澳门赌博输掉了！求辟谣！他山-山外有山：陈性格豪赌，因此起家，一切皆有可能真的假的？TV老王,1,董事长赌博输掉了京基100？,,财经商业
更新：可口可乐承认“果粒橙”含禁用农药多菌灵，上我查查黑榜了。O网页链接,1,,,财经商业
1、来京旅游不怕黑导游北京重点景区将建综合执法站2、乐视体育联合永乐文化成立乐加乐体育3、证监会叫停跨界定增，游戏影视VR互金等虚拟产业被禁4、微软将在12月关闭Azure移动服务平台5...2016年5月12日,0,今日午报,,财经商业
3月19日，中国邮政将发行今年首套纪念邮资片——JP259纪念邮资明信片，全套一枚，面值80分，预计邮局售价1.20元。据了解，重庆新地标朝天门来福士广场出现在该邮资明信片上。届时，重庆将在沙坪坝区举行邮资片首发仪式，启用主题邮...全文,0,重庆来福士广场登上“国家名片”,,财经商业
张瑞敏：在互联网时代，过去大企业的结构、模式一定会崩塌，与其被动推倒，不如自己进行自我颠覆，改变自己。结合海尔自身的探索和实践谈三点，我把创业者所需要具备的东西归结为“三个力”：心理承受能力、自驱力和定力。,0,互联网时代创业者的“三力”,#商业观察?工业4.0#,财经商业
强强联合？字节跳动关联企业入股跨境通新项目2月26日，深圳斯达领科网络科技有限公司发生工商变更，新增字节跳动关联企业北京量子跃动科技有限公司等多名股东。同时，该公司注册资本从871.41万元人......原文链接网页链接,0,,,财经商业
立足于淘宝，服务于校园，备战于社会——淘宝社,0,,,财经商业
分享并读：求赞赞//为微软Xbox平台潜心打造了多年的狮头工作室被关闭恐怕是近两个月月最让业内感慨的的事情之一了，所有人都在去年看到了未死微软授权新作首曝光,0,《神鬼寓言》未死微软授权新作首曝光,,财经商业
破产之前，请把我的会员退给我，那是我吃了一个月泡面换来的,0,,#爱奇艺遭美国证监会调查#,财经商业
【视频：中江县120亩承包地黑社会强行被挖掘成70万方大坑：网页链接,0,,,财经商业
单身狗独自看爱情电影时……眼角有泪划过。。。,0,,,文体娱乐
喜欢ipad你就去买，喜欢莱卡你就去赚，想喝港式奶茶你就过口岸，想当teamleader你就努力学习然后努力去工作，想去威尼斯你就攒钱去，想爱谁你就去爱，想追谁你就去追，想到了就去做，拼命努力，拼命享受，忍着守着惦记着，青春就过去了，何必用40岁的心态过20岁的年华。（转）,0,,#晚安#,文体娱乐
團長代班主持娛百SHE『好友音樂會』????????cr：娛樂百分百FACEBOOK,0,情報,,文体娱乐
一埃及考古小组在开罗发掘出一具已逝世超过3000年的经防腐处理的女木乃伊。该小组负责人塞尔惊人发现，这具木乃伊竟在出土后怀孕。至今其腹中胎儿看来已有八个月，经超音波检查后得出胎儿正常成长。详见：O网页链接,1,揭秘女木乃伊离奇怀孕,,文体娱乐
练习半年了，眼看就要成功了，就不用上班了。他妈的，它居然改版了。我的那个心啊，拔凉拔凉的呀,0,,,文体娱乐
芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！,1,芙蓉姐姐就这么走了,,文体娱乐
秋天到了，冬天还会远吗？未来的“文化部部长”兼“二人转转长”山本大叔昨晚已被控制，清算倒计时。拔出萝卜带出泥，洗都洗不干净啊。。。。。。,1,,,文体娱乐
刘翔的7步上篮法是针对起跑点到第一个高栏的距离13.72米，英国人把第一个高栏改到了13.85米的距离所以刘翔第一脚就踩栏了，这也导致最后小组有4个人踩栏摔倒。今年110米栏，每个栏高了4.3㎝，原因是奥组委考虑到比赛时刮风下雨的可能性，在栏底增加了吸水的材料，这解释合理么？,1,,#刘翔摔倒案#,文体娱乐
已经证实保罗没死！图慎点。,1,,,文体娱乐
昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”宠物猴，必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”敬请关注全球震惊百分百,1,袖珍小猴走红网络，高智慧宠物“不好养”,,文体娱乐
总觉得下一个动作就是壁咚了……朴宝剑&Irene.,0,instiz,,文体娱乐
整理了知乎上『有哪些平平无奇的两样东西结合在一起之后大放异彩的例子？』的一些回答，让你不得不服，你们感受下。,0,,,文体娱乐
韩宇来来来，我来调节下气氛，我不想看长篇大论，头晕，只能看你们小哥哥的照片和视频！小宇宙们齐心帮忙把文字顶下去，用照片和视频来缓解一下我的头晕情况，爱你们，救救我的头痛吧???,0,,,文体娱乐
矢野浩二回国后真被本族人打了？浩二是我尊敬的为数不多的日本人那次天天向上直播谈到日本侵华战争的时候浩二没有说话而是跪下来给观众道歉那次之后我就对浩二有了崇敬之意据说浩二被打住院后日本右翼分子仍不肯放过浩二还扬言要蹂躏他女朋友但是浩二却高声叫道：没人能阻止我爱中国。（转）,1,,,文体娱乐
这群鸭子好励志啊，感觉最后一只上去的时候眼泪都出来了！,0,,,文体娱乐
7月23日上午，主题为“亮丽内蒙古相约敕勒川”伊利情——第27届内蒙古草原旅游那达幕大会暨第13届中国·蒙古族服饰艺术节在土默特左旗敕勒川草原文化旅游区（哈素海）隆重开幕。戳图了解！,0,呼和浩特那达慕大会现场高清大图，具体项目时间安排出炉,#呼和浩特身边事#,文体娱乐
这是成都市体育馆，下面是蜀王陵，曾经有多少歌星演唱的时候喊到“下面的观众朋友们，你们好吗？”笑到拔胸毛的微博视频,1,,,文体娱乐
让我们给杭州一个舞台，还世界一个精彩ChinaJoy祝贺衣邦人成为杭州亚运会官方供应商！关注ChinaJoy官方微博衣邦人高端定制带话题转发说说2021小目标和对杭州亚运会的祝福，1月13日抽1个幸运儿送出价值399元的羊毛围巾免单券微博抽奖平台为杭州加油，为...全文,0,,#热爱向未来亚运有温度#,文体娱乐
综艺大咖秀超话当初怀一胎的时候不也是死不承认吗？这个时候二胎也不是不可能的啊！反正等2个月想瞒着都瞒不住了！我朋友是逗B君的微博投票,0,,#何猷君否认奚梦瑶怀二胎#,文体娱乐
信任，就是这么建立起来的，好有爱！！！,0,,,文体娱乐
"刚刚听说央视新大楼定名为""智窗""。我真的服了，也不知道誰想的名字，够创意。（via:大年糕周昀）",1,,,文体娱乐
OMG夺冠！完成在场所有人都没想到的奇迹最佳战队:OMG击杀王:小狮子lionkk在世界大赛上4场比赛3场吃鸡的传说注定还要流传很久。比赛已经结束，但是OMG的辉煌道路才刚刚开始，期待下一次不远的将来OMG的喊声能再次飘扬在世界舞台上电竞社长的...,0,,,文体娱乐
最近超火的苯宝宝是不是唤起了你内心深处的化学之魂？果壳网,0,苯宝宝表情包闯作大会，本宝宝已疯,,文体娱乐
一条长达120米长的巨龙！引来千人围观深圳,1,,,文体娱乐
“去欧洲，你会感受到西方的文明；去看尼亚加拉瀑布，你会感受到大自然的鬼斧神工；去梵蒂冈，你会感受到历史人文的厚重……”王启思带着老伴玩了12年，还要继续“加快脚步”。他鼓励不管是年轻人还是老年人，都应该要多去外面的世界看一看。,0,年纪大了，要加快脚步看世界！,,文体娱乐
"一个人上直播节目的申彗星,这哪是快37岁的颜",0,instiz,,文体娱乐
文章陈妍希双双出轨!马伊琍陈晓忍无可忍要离婚?网友感叹：贵圈真乱文章陈妍希双双出轨!马伊琍陈晓忍无可忍要离婚?网友感叹：贵圈真乱,1,,#文章#,文体娱乐
HappybirthdaytomaggieMaggiesum11??,0,,,文体娱乐
我终于知道为什么我们长五根手指了。。。,0,,,文体娱乐
刚刚和靳东合作完的江疏影，又双叒叕和李易峰合作拍摄了！从老干部到小鲜肉，江疏影还真是男神杀手啊！嫉妒使我面目全非，不多说了，下辈子想活成江疏影~,0,,,文体娱乐
脚伤照片出来了，不多说了，刘翔，英雄。质疑刘翔作秀的人，请闭嘴！！！刘翔我们支持你！请大家顶起来，让感动常在！,1,心灵,,文体娱乐
杨洋改微博名全职高手原作者力挺杨洋全职高手原作者蝴蝶蓝发微博表示：文字塑造的角色在每个人心中都有自己的形象，不喜欢很正常。希望给予演员保持应有的礼貌和尊重！杨洋,0,,#杨洋全职高手#,文体娱乐
祝愿小日本的「贞子3D」票房为0！,1,,,文体娱乐
刚出生的老鼠仔，直接生吃！当筷子夹起来的时候老鼠仔会叫一声；沾酒的时候会再叫一声；送进嘴里的时候会再惨叫一声！美食神马的有时候真是难理解啊！！,1,广东经典名菜：三叫,,文体娱乐
据中国艺术报，中国视协电视界职业道德建设委员会12月18日在京成立。中国文联副主席、中国视协主席胡占凡担任主任；中国视协副主席、江苏省广播电视总台台长卜宇，中国视协副主席、上海电影（集团）有限公司编剧王丽萍，中国视协副主席、...全文,0,,#电视界职业道德建设委员会成立#,文体娱乐
又被解放了。明天正式上映。另外，明天还是日本电影3D版贞子内地上映的日子，同胞们敢不敢让它的票房为零。虽然我不敢，但是我相信你们敢，加油吧！,1,,,文体娱乐
配上这部MV，眼泪不听话了......,0,,,文体娱乐
为什么女星去医院就会被猜是怀孕？？？不可以检查其他吗？。。。这么随意猜测，现在没热搜，他们松了一口气。。。。,0,,#何猷君否认奚梦瑶怀二胎#,文体娱乐
葡萄牙媒体报道：法国摩纳哥队的葡萄牙教头莱昂纳多·雅尔丁将成为北京中赫国安的新任主教练，双方将签约三年，年薪1200万欧元。同时国安还将支付800万欧元给摩纳哥作为强挖雅尔丁的违约金。,0,,,文体娱乐
一般好男人皮肤都是黑的，因为他们是太阳的化身。,0,,,文体娱乐
摩羯座之歌这旋律太嗨，大脑已经在自动循环之中了。,0,,,文体娱乐
狗不能喂的太饱，人不能对他太好！忍一时得寸进尺，退一步变本加厉。玩笑别太过，要不都是祸。情不够，钱来凑，有钱身后一群狗，没钱社会路难走。看清对你好的，记住被谁咬的。该吃吃该喝喝，破事儿别往心里搁。是人是狗，是敌是友，时间长了自己瞅。是鬼别装人，是人别装神。,0,,,文体娱乐
据重庆卫视新闻报道，某女大学生为见柯震东，自首吸毒被抓。这一天啊，真不叫人省心。看脸看到了这个程度，也是蛮拼的.,1,,#柯震东加油#,文体娱乐
给大猫做一个猫桥，可人家好像不怎么满意呢,0,,,文体娱乐
近日，网友在网上曝光了韩星张根硕的证件照，引起“鳗鱼”（张根硕粉丝）热烈讨论。有粉丝称赞张根硕的脸型无可挑剔。详情戳,0,,,文体娱乐
"凭风靡全球的韩国明星""鸟叔""朴载相,近日接到春晚邀请。""鸟叔""给出的最新演出费1分钟10万元,除外还要包专机接送。有网友愤怒:""花这么多钱请个韩国人唱两句谁也听不懂的鸟语,远远不如把这些钱给西部贫困山区来得实在!""(金鹰网)PS:过分,让小沈阳跳多好!",1,鸟叔上春晚1分要10万！网友愤怒,,文体娱乐
在比「有形的翅膀」的主唱==！！！我现在完全无法直视翅膀这个词了??（其实广州场他有下台。Angela唱歌的时候青峰一直在后台尖声表白，喊着喊着他突然跑来我们前面，在台下模仿狂热歌迷跳着大叫的样子哈哈哈哈哈哈然后~然后就被工作人员和保安簇拥走了??,0,,#2012苏打绿Walktogether@广州#,文体娱乐
青海赛马会发生惨禍：路口不设警示牌不站岗，竟让汽车闯入。这种低级事故都能发生，管理能力可见一斑，极度差评[！西域游侠2015的秒拍视频,1,,,文体娱乐
她是复旦法语系的高材生，也是史上最高票数的总冠军；她是将电子音乐和前卫造型结合的唱作人，她以面对所有质疑，活出尚雯婕的态度。一起立白中国之星，推荐尚雯婕上，国际范的她更配格莱美的国际舞台。,0,,#我是巨星推荐人#,文体娱乐
窝突然想总结一下！！QAQ不不就对比一下！！QAQ因为...差的好大！！卧槽窝以前怎么就那！么！渣！！艾玛这么渣基友都不嫌弃好感动！！2012年3月10日茶蛋刚出生和现在的饺子和麦片！...我要继续加油~~TuT,0,,,文体娱乐
原来他没死，速度与激情7还会出现他，只是鼻子和嘴巴都成双了！我在:,1,,,文体娱乐
详情:文章，高晓松喊你索要版权费啊,1,,#文章，高晓松喊你索要版权费啊#,文体娱乐
"21日播出的中,陆星材与Joy来到游乐园,在游行队伍中举行了婚礼.这天陆星材特别紧张,但在游行中间无数游客面前还是抓住了Joy的双手,并单膝跪下,向Joy求婚并为她戴上了戒指.",0,综合,#我们结婚了#,文体娱乐
这个冬天，最暖心的9句话，你想听哪句？,0,,,文体娱乐
今日，正午阳光影业通过官方微博发布声明，称“某博主黑后被国家机关调查”事件与该影业无关，“甚至并不清楚上述事件是否客观存在”。4月2日，环球网转载一篇名为的无署名文章。随即，该文把这件事定性为“某些电视剧组，为了自己...展开全文c,0,,,文体娱乐
跳进仙人掌里是种什么感觉？这位外国小哥体验了一下。。。（这里是美国）,0,,,文体娱乐
官宣：戈洛温正式从莫斯科中央陆军队转会法甲摩纳哥，合同期为五年。,0,,#欧洲联赛新赛季#,文体娱乐
一定要这样子欺负一只单身狗吗？！心疼,0,,,文体娱乐
宫崎骏电影的动态海报，简直不能再美了~,0,,,文体娱乐
强大的团队信念从何而来？胜利曰：烤蛤蜊,0,instiz,#Bigbang#,文体娱乐
"摸奶无罪:请尽情摸MM的""奶""吧！！！史上最牛的节日摸奶节。在彩云之南的楚雄，至今还盛行“摸奶节”，每年阴历七月十四到十六，摸奶节狂欢场面解密》》O网页链接",1,,,文体娱乐
今天村花帶著糖葫蘆來給村長賀壽啦我美不美呀？每個村民都要在這佈景板前拍照說些話啊陸總，村花都來了，明天是誰呢我也不知道，因為還沒畫钟汉良,0,,#钟汉良#,文体娱乐
"公开了六名角色海报.这部根据韩国人气漫画改变的电视剧将在明年1月4日tvN月火档播出,由朴海镇、金高银、徐康俊、南柱赫、李圣经等联袂出演.",0,naverblog,#奶酪陷阱#,文体娱乐
40秒的时候被小姑娘惊艳到了~,0,,,文体娱乐
原来他没死，速度与激情7还会出现他，只是鼻子和嘴巴都成双了！我在:2环城西路,1,,,文体娱乐
很火的一组图，看完笑哭了！！！,0,,,文体娱乐
本来大家都还期待宋智孝作为嘉宾出席颁奖典礼，可众多网友在活动mama官网上却发现了端倪，国家和地区傻傻分不清，分类只写了“国家”两个字，却没有写“地区”，中国，香港，台湾等是划分开的。惹怒了广大网友，纷纷表示韩星可以不追，但国家领土完整一定要维护,0,,#mama滚出中国#,文体娱乐
文章的道歉信和高晓松酒驾的道歉信一模一样啊，出自一人之手还是抄袭人家高晓松的，可见态度有多么不诚恳了！哎！,1,,#周一见#,文体娱乐
古巨基大婚刘翔苏有朋到贺,0,11月11日7—17时要闻回顾（又名光棍节虐狗大合集）,,文体娱乐
因公司大量库存！假如本届伦敦奥运会结束时，中国代表队还能在金牌榜上排名第一，现决定：参与转发本微博并关注广晟通讯的一人送一台iPhone4s。绝不食言，说到做到，中国加油！,1,,,文体娱乐
TMD所有相信Templerun有终点的人，劳资来毁你们三观了，看看尼玛够不够五亿啊。说好的大都市呢？说好的尽头呢？坑爹有木有啊！！！「人人网友肖智远」,0,,,文体娱乐
谁说坏蛋必须死？推荐27部正不压邪的佳片，负能量满满地！但是好喜欢,0,27部反派胜利的电影,,文体娱乐
拉病人到大衣哥家中，要求其捐钱治病网络重哥的微博视频,1,,,文体娱乐
在欧美许多文学影视作品里，四十岁的女人有自己的事业，自主、独立、注意保养、神采飞扬。但依循传统的东方女人，她们的生活半径常常是家庭-菜市场-小孩的学校三点一线，为家庭倾尽时间与精力。,0,女人，你的四十岁会是什么样的？,#看了就“知道”#,文体娱乐
左图是高晓松当年的道歉信，右图是文章今天的道歉信，给公关团队打差评……，,1,,#周一见#,文体娱乐
英国漫画家“JohnHolcroft”对现代人存在的弊病，用幽默讽刺的插画表现出来...,0,,,文体娱乐
倒着放的谁不知道，但还是好可爱，看了10遍终于停下来了。,0,,,文体娱乐
小仓鼠闻到主银的手有零食的香味，它居然用两只後脚站来起来追著主银。。。好像会走动的糯米糍啊。。。(??ω??)??吃货为了吃也太拼了。,0,,,文体娱乐
一位特别喜欢小熊猫的姑娘，跑到各处去拍它们，每一张都觉得好萌啊！?ω?,0,,,文体娱乐
哎呀是不是疯啦炒女孩宿舍停电不要怕之Sunnee老师的泰语课堂详情请关注Sunneeins一個特別嘉...,0,,#火箭少女101#,文体娱乐
上交给国家、吓死宝宝了、城会玩、然并卵、世界那么大……2015年，这些流行词曾经火遍互联网……你都听过吗？戳图↓你还想补充______？（人民网）,0,2015十大网络流行语你都说过吗？[偷乐],,文体娱乐
3月27日上午，由西安市委宣传部主办、社承办的“爱西安迎全运”绿满长安——西安城市增绿全媒体采风活动正式启动。4月底，西安市“三河一山”绿道205公里主线将全部贯通，74公里核心段绿道实现无障碍...全文,0,西安“三河一山”绿道205公里主线将贯通“绿满长安”全媒体采风活动今启动,,文体娱乐
求辟谣：赵本山涉黑转移巨资。,1,,,文体娱乐
刚问世的机器人，由上海迪士尼4D影视由江苏卫视频道抪出天?舞歌巜我的祖国》陌上花开_688的微博视频,1,,,文体娱乐
两主演伊桑·霍克和朱莉·德尔佩正在聊天，突然朱莉转头对屏幕外的观众破口大骂：“老娘快要忍无可忍了！你TM有病吗？”这其实是两人和“爱在”系列导演理查德·林克莱特为一个院线拍的公益广告,0,请不要在影院内讲话，这TM不是你家客厅！,,文体娱乐
歌手和田光司于4月3日上午因上喉癌去世，享年42岁。感谢你曾经带给我们的无限大的梦想R.I.P,0,,,文体娱乐
有传言奚梦瑶疑似再怀孕，二胎来了！有媒体向何猷君求证，他表示否认！在奚梦瑶生下第一胎儿子后，何猷君就已经考虑到了日后追生的问题，还说想生3个以上的孩子。四太更是希望奚梦瑶多生一些，表示最少也要三个。当豪门媳妇的压力，真不是一般人能顶得住的。,0,,#何猷君否认奚梦瑶怀二胎#,文体娱乐
北京时间3月12日消息，在83版中扮演孙悟空的演员六小龄童（章金莱），3月12日早上八点半病逝于浙江绍兴慈济医院，享年53岁。如果他给你的童年带去了无数欢乐，请默默的转发，让更多人祝愿猴哥一路走好！永远的猴哥一路走好。我在:,1,,,文体娱乐
也许有一天，我们都会犯错，我们要约好，吵架的时候告诉自己，错误是短暂的，错过却是永远遗憾的。,0,,,文体娱乐
前世界第一穆雷接受了蒙彼利埃的外卡，将出战这站在2月22号举行的室内硬地赛。已经报名的参赛名单中包括包蒂斯塔-阿古特、戈芬、辛纳、克耶高斯以及特松加等名将。期待穆雷也能有出色表现。,0,,#ATP250#,文体娱乐
在你心里，有没有那么一个人，渴望相见，又害怕相见。不甘做朋友，不敢做恋人。你离他很近，但却爱而不得。他从未入戏，你却赔上了自己……喜欢上一个不可能在一起的人之27种感觉。心中有人者请忽略，否则后果自负。,0,喜欢上一个不可能在一起的人是什么感觉？,#有意思#,文体娱乐
文章同学，连悔过书你也抄的这么给力～～～～你这节奏，伊俐和姚笛知道吗？这也叫诚意？？？,1,,,文体娱乐
高手在民间，这大爷你给多少分？,0,,#视频#,文体娱乐
是台湾同名电影的主题曲。台湾山地的茶农在种植茶叶，特别是台湾特有的高山云雾茶时，会在茶山周边、甚至是茶叶植株的附近辅助地种上鲁冰花。据说鲁冰花凋谢后肥沃了土地，可以让茶树开得更加茂盛，并且可以让茶叶芳香甜美。,0,,#鲁冰花长这样#,文体娱乐
「推广上海话」拿有“坑爹”，阿拉有“侧那”。拿有“我勒个去”，阿拉有“娘冬菜”。拿有“神马”，阿拉有“撒么寺”。拿有“有木有”，阿拉有“有伐啦”。拿有“草尼玛”，阿拉有“拿摩温”。拿有“打酱油”，阿拉有“捣糨糊”。不求扩散！请在上海多多使用！晚安！感谢关注上海头条播报,0,,,文体娱乐
下期预告！小凯TFBOYS-王俊凯躲在树后吓得不轻，那么你萌躲在教主黄晓明背后是不是很有安全感啊TFBOYS-易烊千玺和源源TFBOYS-王源直呼游戏太难，到底发生什么让大家如此惊慌呢？下周五晚21:50第四关卡震撼来袭！猛戳抢先看：,0,,#全员加速中#,文体娱乐
转自网易评论，求辟谣：张海迪在1984年的晚会上，跟受伤的英模合唱歌曲，竟然站了起来，主持人帮她圆谎说是英模的激励一时能站立了！差一点穿帮··········她可是高位截瘫啊！最近还有她坐轮椅跷二郎腿的照片，高位截瘫的人，是做不到的，迪就是一个骗子！！！！！！！！！！,1,,,文体娱乐
10月9日，记者从省电影局获悉，国庆档全省电影票房共2.19亿元，占全国票房收入的6.4%，排名全国第4位，观影人次达596.67万人。影片成为票房前3名。其中票房约9686万元，票房约8328万元，票房约1525万元。你看了哪一部？记者吴梦琳,0,#四川国庆档电影票房全国第四#共2.19亿元[围观],#四川国庆档电影票房全国第四#,文体娱乐
据中国艺术报，12月18日，中国视协电视界职业道德建设委员会在京成立。由中国文联副主席、中国视协主席胡占凡担任主任；中国视协副主席、江苏省广播电视总台台长卜宇，中国视协副主席、上海电影（集团）有限公司编剧王丽萍，中国视协副...全文,0,#电视界职业道德建设委员会成立##电视业将建违法失德人员清单#,#电视界职业道德建设委员会成立#,文体娱乐
巴黎慵懒的午后，羡慕S人了！！还对着电脑在上班的人伤不起啊！！！,0,,,文体娱乐
今天早上，白玛奥色“法王”吴达镕再发声明，三提致歉，两提忏悔，并称从即日起，与所有弟子脱离师徒关系，以普通居士身份修学佛法。白玛奥色的弟子众多，包括张铁林、吕良伟等明星。此前，白玛奥色的活佛身份已被多方指证为假。,0,张铁林“师父”与所有弟子脱离师徒关系,#热点#,文体娱乐
"做人最好状态是懂得尊重，不管他人闲事，也不晒自己优越，越成长越懂得内敛自持。活着不是只为讨他人喜欢，没人在乎，更多人只是在看热闹。你变得优秀,你身边的环境自然会发生变化。",0,,#下午茶#,文体娱乐
脚伤照片出来了，不多说了，刘翔，英雄。质疑刘翔作秀的人，请闭嘴！！！！（via：厦门大城小事）,1,,,文体娱乐
20130720华龙网华龙娱摆摆报道：新剧曝光首版预告片场面震撼剧情虐心--视频频道(时长01:43）,0,,#李准基#,文体娱乐
保罗沃克没死！！！！他还活着！！！那么出色的演员怎么会那么轻易死呢！！,1,,,文体娱乐
网传采访姜文注意事项：1、所提的第一个问题很重要，要是抓住他的注意力了，随后会顺畅很多。2、如姜文开始反问，代表他不想回答这问题，可别回应他的反问，否则是个无底洞，直到他自己愿意停止。3、别拿别人评价他的话来问他，他会反感。4、多谈理想人生和艺术，少谈物质票房和电影看不看得懂的问题。,0,,,文体娱乐
青奥会男子全能决赛，日本选手汤浅贤也在跳马热身时出现失误，倒栽葱式摔倒，现场立刻爆发出‘’掌声和叫好声‘’。这位异国的少年显然没有理解鼓掌背后的真正含义，起身后特地向全场观众鞠躬。但此时此刻我想为这个日本少年的素质鼓掌！为他的纯洁鼓掌！2汇才街,1,,#南京青奥会#,文体娱乐
呵呵。今年110米栏，每个栏高了4.3㎝，原因是轮蹲奥组萎考虑到了比赛时下雨刮风的可能性，在栏底增加了吸水的材料，却忘了降低栏的高度。而且跨栏用的栏，是志愿者在奥运会开幕两天后加班加点拼装起来的，质量参差不一。……——来自贴吧,1,,,文体娱乐
现在还没睡的夜猫出来聊会天啦说不定能找到每天晚上陪你聊天的人哟~,0,,#都市情缘#,文体娱乐
发布了头条文章：|崔...,0,讨论,,文体娱乐
主角大古、真名：长野博，1972.10.9生，于2013.9.21因车祸去世。，享年41岁。奥特曼死了，小怪兽都哭了。—————迪迦奥特曼...,1,,,文体娱乐
