content,label,title,subtitle,category
-据日媒报道，苍井空因中日钓鱼岛问题气愤宣布退出中文微博!小编想说的是，你真的可以回去了，中国人民也是有底线的。--从长江网分享O网页链接（分享自长江网官方微博）,1,苍井空因钓鱼岛问题退出微博称永远支持日本,,文体娱乐
孕妇，是病人吗？她哪疼吗？全天下女人几乎都要生孩子，就你金贵？生孩子是为你自己谋利，跟别人没一毛钱关系，没有任何陌生人有义务帮你。车长，你没有发挥作为车长的职能公平的对待乘客。警察，你们烂抓好人，他没有犯错，更没有犯法，他只是倒霉。无端的扣留他，应补偿损失。,1,,#小伙拒孕妇换铺被拘#,社会生活
"今晚第九場．E臣病了Skip了綵排,唱咳了起來,立即回後台全場觀眾立即大合唱唱埋首歌,+強勁歡呼聲歡迎佢回到台上Eason很禮貌地請觀眾原諒,今晚不會有Encore了...",0,,,文体娱乐
近日，美军在白沙导弹靶场成功使用XM1299火炮发射新型超高速炮弹击落一架模拟俄罗斯巡航导弹的无人靶机。五角大楼随后发表声明，称此次试验证实了新型炮弹具备击落敌方空中目标的能力，是一款“革命性”装备。小央视频,0,大炮打蚊子？美军用155重炮击落“巡航导弹”俄方表示看不上,#美军战情#,军事
苹果在今日凌晨推送了iOS14beta6更新，距离上次更新仅仅过去一周。本次更新带来了“空间音频”功能，可以实现类似电影院的环绕声效果。其次就是新增了一张“厦门e卡通”。更起来吧,0,,,科技
我想反映一个问题：黑龙江路东向西方向莱钢立交桥上桥口限速40公里，但超速的测速点却在福州北路下桥口处，起不到警示作用。有些在桥上的车辆速度还是很快，在图片中的陡弯处也不减速，快到下桥的测速点急刹到40，其实还是存在安全隐患的青岛交警青岛交通广播FM897,0,,,社会生活
“我觉得对不起父母，本来留学已花光了家里所有积蓄。”朱莉回国后在北京拿到户口，用商住房换民用房时，遇上突如其来的限购新政，她成为“在途单”之一，一度面临百万违约损失。点击|全国楼市大...说说你的买房故事,0,就差一点点：房产新政下29岁海归和她一条绳上的蚂蚱们,#全国楼市大限购#,财经商业
2秒的意外，发生在日本，全世界2E多人观看，一定要顶啊！O网页链接,1,,,社会生活
17日，杂志评选出2015年十大科学人物，两位华人科学家入选。黄军就，发表全球第一篇CRISPR技术修改人类胚胎基因的报告。鲍哲南，斯坦福大学华裔女科学家，开发有感知压力并可与大脑沟通的柔性人造皮肤。觉得自豪就点赞！,0,[lt赞]两名华人科学家入选《自然》十大科学人物,,科技
帮转:有没有盆友想要养金毛宝宝，刚出生的金毛寻回犬，因为生了12只，如果没人要，要去人道毁灭...纯种，公狗母狗都有。免费！准备好照顾狗宝宝一辈子的可以打电话18025599571！！！Sami直接联系～养不了的也可以帮忙转发，谢谢??没人要就安乐死了，希望大家可以领走。2园林路,1,,,社会生活
【武汉地区高校女生有四分之一卖淫，一位学生在举报信里说：如果学生卖淫现象还不被重视，情况会更糟糕。武汉某大学的一位教授说：再不整治，高校将成为全中国最大的妓院。国家呀，读书靠自己，看病靠自己，养老靠自己，国家难道就是为了养权和官吗？,1,,,教育考试
关于，广而告之下，适可而止....别让作秀绑架了公益,1,,#冰桶挑战#,文体娱乐
昆明砍杀事件11名在逃嫌疑犯名单。我在:2东岭街,1,,,灾难事故
章兄的書終於收到了聖寶劍橡葉騎士,0,,,文体娱乐
都是中国城市，理念、标准、气度咋就这么不一样呐：据日媒报，北京国际马拉松赛组委会近日决定，11月25日的比赛将不接受日本选手的报名和日本企业的赞助，理由是“从安全考虑”。而11月3日，日本花滑女将浅田真央在上海国际花滑大奖赛中国站上获得自由滑冠军，上海观众为其鼓掌，向她献花。,1,,,文体娱乐
我发表了头条文章:晒晒河北省曲周县依庄乡多个村庄人居住环境,1,,,社会生活
安徽靳先生4岁的儿子因胰腺炎，在南京儿童医院治疗。为表感谢，他包了5000元红包硬塞给主治医张志华。张医生没有当面拒绝，之后将钱存到孩子的医院账户中，冲抵住院押金。张医生说，用这种方式退还，已是医生们的默契。|南京一医院......展开全文c,0,医生为让患者放心收下红包之后抵押金“巧妙返还”,,医药健康
寻人启事:13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之，感谢！看到信息的兄弟姐妹留意一下宁继春13940292999,1,,,社会生活
哈哈哈哈大笑的朴灿烈！~biongbiong,0,NaverBlog,,文体娱乐
9日，记者从林森浩家人获悉，林森浩的死刑复核已出结果，最高法已下发核准林森浩死刑的裁定书。林父说，8日他接到上海法院的通知，并告诉他在11日之前须赶到上海见林森浩，否则“后果自负”。林父还称，这个案子还有很多疑点没有说清。华西都市报,0,“复旦投毒案”最新进展：最高法已核准林森浩死刑,,社会生活
据青岛新闻网，顶着鲜艳黄花的黄瓜，通常在市场上受欢迎。但许多这样的黄瓜是用植物生长调节剂“扮嫩”的。有小贩爆料，黄瓜如果正常生长，采摘时早就谢，顶花黄瓜肯定是抹过药，甚至是避孕药配制的激素药。,1,“顶花”黄瓜或有猫腻，生长剂含避孕药,,医药健康
我主持的所有超话主持人都被撤了，呵呵，果然，有水军洗地就是不一样啊,0,,#大熊猫双胞胎顺顺溜溜病亡#,医药健康
昨日北京大雪，故宫“门还没开就有人排队”，一上午接待游客近三万人，堪比往日一天人数。网友看照片后点赞：“白雪镶红墙，碎碎坠琼芳，美得这么安静”；“红墙，白雪，琉璃瓦，此刻的美景是极好的”。此情此景，你想到了什么故事？,0,只需一场雪，故宫变回故事里的紫禁城,,社会生活
许多人认为，高铁能拉动当地的经济发展：高铁通到哪里，工厂就开到哪里。但事实并非如此。一项研究发现：在1997-2006年间，其他条件不变的情况下，被纳入高速公路网的边缘城市，相比于其他边缘城市，其经济增长率平均要低18个百分点。,0,高铁新城莫蹈鬼城覆辙,#来论#,社会生活
近日，多位网友向新民晚报记者反映，位于常德路的LeBistrotdeRacine餐厅所卖的餐后甜品“撞脸”上海多家甜品店招牌产品，这些在各家甜品店售价35-88元的产品在LeBistrotdeRacine被卖到120元。对此，BoboLEECake的店长告诉记者，此前就发现...全文,0,视频|人均消费千元，#黑珍珠餐厅甜点全靠外卖#？,#黑珍珠餐厅甜点全靠外卖#,财经商业
分享图片：县长夫人在巴黎!,1,,,政治
"马化腾终于憋不住""大招""，亮剑了！腾讯悄悄落地了首个无人快闪店，采用无人支付模式。在未来，这家快闪店还会接入最新的人脸识别功能。并且，微信还同步线上微信小程序、公众号等传播工具来进行引流。而小程序+电商也将成为腾讯的一大王牌。不得不由衷赞一句：零售的春天即将来临！",0,,,财经商业
2016年6月10日，山东济南，傍晚7时许，济南七十二名泉之一的黑虎泉景区出现三个虎头视觉停喷现象，数百市民扎堆争打虎头吐出的“最后一滴水”。（图：东方IC）,0,"黑虎泉现停喷现象市民扎堆打""最后一滴水""",,社会生活
李斌说：国外的汽车品牌，不管是特斯拉还是宝马、奔驰、奥迪，我对他们在智能电动汽车这方面在中国的前景是不看好的。事实上他们今天也只占14%的市场份额，长期来讲他们的份额不会超过20%的份额。,0,蔚来董事长李斌，不看好特斯拉中国市场,,财经商业
最新消息，慕尼黑警方确认疑似凶手的身份为18岁的伊朗裔德国人，已在慕尼黑居住两年多。——注意，他可能是法律意义上的德国人，不是难民，甚至不是穆斯林。可他的族裔背景，仍然清晰的表明，这依然是一起与伊斯兰国家与中东直接关联的恐袭。,0,,#慕尼黑枪击#,灾难事故
最喜欢看的就是爱奇艺了综艺质量视频画质最好节目好看爱奇艺这次你能挺住吗爱奇艺,0,,#爱奇艺遭美国证监会调查#,财经商业
秋冬是调理养生的传统季节，各种滋补品进入消费旺季，记者在大连水产市场的滋补品专区了解到，购买海参、花胶、燕窝的顾客最多，一些店主正在为进不上货而发愁。1，合理的对待，首先就是要根据自身情况，如果确实需要某类食材改善体内环境或者因为地理环境因素，需要的，...全文,0,,#滋补品轮番涨价你还会买吗#,财经商业
各种动物偷食。。。还能不能更蠢萌,0,,,文体娱乐
"认证博友秦川大兵：""著名编辑透露，李天一案女主角撤销控诉，已达和解意向。因未满18岁，且当时已醉酒，即便诉讼被重判的可能性极低，李天一及其他4名嫌疑人家长的奔走，最终联系上女孩父母进行长谈，受害人终得到极大物质补偿，包括落实北京户口，工作及一套房产。""",1,最新:李天一案女主角撤销控诉,,军事
11月22日晚，山西武乡县职业中学部分学生出现腹痛、呕吐等症状，疑似食物中毒，先后有20名学生住院治疗，50余名学生留院观察。事件发生后，武乡职中及时组织排查，县政府分管领导带领县教科、卫计、食药监等部门和医护人员迅速开展调查...展开全文c,0,武乡职中学生疑食物中毒多人住院治疗,#太原新闻#,教育考试
中国红十字会发来贺电：热烈祝贺郭美美同学荣登美国时代周刊封面人物！,1,I'mnotthehero，I'matool,,政治
青岛交通广播FM897黑龙江路到福州北路，华仁立交桥上面施工，车速很慢吆，不明白为啥这个时间在密集车流施工。它还逆行，为啥不在中午施工,0,,#交通安全#,社会生活
刚从微信朋友圈看来的，这位网友绝对是神推理??。。。这几天天天刷微博看飞机最新进展，马来西亚的反映来来回回真的很恼火，希望早日能水落石出??。。。,1,,,灾难事故
中国（海南）改革发展研究院院长迟福林29日表示，作为拥有14亿人口、4亿中等收入群体的新型开放大国，是全球最具潜力的大市场；中国的大市场既是中国的，也是世界的；中国坚持推进以扩大内需为基本导向的高水平开放，不仅能够有效释...全文,0,,#兴趣话题词#,社会生活
"胡同魂：2013年北京什刹海即将开始拆迁！16万平方米胡同被以数十亿元授权给拆毁""北京胡同之根""砖塔胡同的天恒集团进行开发.该项目总投资达83亿,天恒集团获得40亿贷款后还面向港商招商.今年什刹海即将“拆迁近百户”（涉及已经翻修一新的白米斜街和烟袋斜街）。",1,地产开发商近百亿资金改造北京什刹海,,财经商业
「强权，你赢了！」据北青网报道，经过李天一律师团的努力，李天一的轮奸罪名将被否定，理由，李天一是第一个实施性侵的，因而不构成罪重的轮奸罪，只会被判决刑罚较轻的强奸罪。评：屁民为结婚偷辆自行车无人关注都要判十年，红二代为性瘾轮奸女性舆论重压下仍只需几年，强权，我服了，你赢了！,1,,,军事
曾经震惊一时的猪人！！！据说现在还活着。。。O网页链接发生在世界各地的震惊事件！颠覆你的三观！！欢迎关注！！只为震惊你,1,,,文体娱乐
听说，卢森堡首相贝泰尔携夫人今天抵京，开始对华访问，愁死新闻联播人民日报新华社那些官媒了吧，报还是不报？走着瞧！图二是平时的装扮，图一是对外活动的盛装亮相。,1,难题来了,#卢森堡首相携夫人抵京#,政治
在北京有个公安局直属的狗狗监狱（北京市公安局犬类留检所。），主要任务是把大街上没有主人的狗抓起来，每七天集体处死一次。这些动物进来以后的生命就开始倒计时，7天是他们在这个世界上最后的日子！这里边还有很多纯种犬，欢迎大家去领养！L北京七里渠的狗狗们?查看图片,1,那里的狗狗只能活7天,,社会生活
在工信部，运营商双重压力下，腾讯小马最终没能顶住，微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准微信也被虚拟运营商的帽子给压弯了腰，为何有组织插手的地方永远都是一地鸡毛。有本事挣老外钱啊.都是什么玩意啊！运营商真混蛋！以后通讯靠吼了！,1,,,财经商业
"近日，云南禄丰发现两具距今约1.8亿年的恐龙化石。经鉴定，它们分别为""巨型禄丰龙""和""许氏禄丰龙""，是侏罗纪早期最早出现的恐龙之一。""巨型禄丰龙""化石保存较完整部分5.3米，据推测完整长度近9米，保存部分为背椎、荐椎等多部分。戳图围观↓↓(央视记者赵鹏)",0,1.8亿年前恐龙化石长啥样？[拍照],,文体娱乐
鉴于昆明暴力事件。特提醒大家，仍有11名在逃嫌疑犯。留意人员密度高的地区。发现异常及时报警。切莫独自奋起反抗，用智慧战胜暴力、用团结战胜恐怖。,1,,,灾难事故
顺溜化作红白两朵莲花永远离开了，必定是嫌弃了苍蝇竞血肮脏地，小小的身躯，承受了巨大痛苦，十二分干脆地走了。步懒移的微博视频,0,,#大熊猫双胞胎顺顺溜溜病亡#,医药健康
搜狐新闻:东海舰队万炮齐鸣，目标钓鱼岛：O网页链接侯宁王利群袁裕来律师,1,明日将有大事发生，解放军大动作震动美日,,军事
今日有网友爆料称王思聪怒批共享充电宝：能成功他吃翔！共享经济成了当下的热门话题，其中的代表就是单车。随后共享充电宝投资人聚美陈欧微博回击，他希望不要因为王思聪的情绪不让这个项目入驻万达各位怎么看？,0,,#王思聪批共享充电宝#,财经商业
硬核西安，今晚10点到凌晨3点，启动全城消毒模式。一排排消毒车够壮观（视频为宜昌）！雷叔de微博的微博视频西安,1,,#不可将酒精用于大面积喷洒#,医药健康
在全国多地打砸售楼处的消息不断冒出之时，南京警方向辖内居民推送了一条短信，“呼吁大家处理问题时以和为贵、合理诉求、三思而行”。南京警方的深情劝慰，不仅是未雨绸缪之举，也成为当前楼市的绝佳注脚。O又到了砸售楼处的时节南京警方喊话：“以和为贵”,0,又到了砸售楼处的时节南京警方喊话：“以和为贵”,,社会生活
海通证券首席经济学家姜超9月8日在“建行·中证报金牛基金巡讲”第五场直播中表示，股市合理的年化回报率是10%，近两年，权益市场的回报率过高，因此，当前投资要降低收益率要求。,0,海通证券姜超：股市合理的年化回报率是10%,,财经商业
急找孩子寻人启事13759695559帮忙扩散，20150219一个三岁多小女孩在沃尔玛附近被人拐走了，小女孩能说。网页链接O寻人启事13759695559帮忙扩散，今天上午一...首页帮忙扩一下，谢谢。好人有好报！,1,,,社会生活
本次博览会以“打造卫生防疫钢铁长城，守护人类生命健康”为主题，重点展示卫生防疫、卫生防护、消毒设备、卫生原材料及设备、急救医疗、紧急医学救援等方面最新科技产品。同期，还将举办“新冠疫情应急防控与信息化管理高峰论坛、“捐赠仪式”等系列活动。,0,2020四川国际医疗防疫物资博览会10月15日成都开幕,,医药健康
北京农商银行发放北京市首贷中心首笔知识产权质押贷款近日，北京农商银行与首创融资担保公司合作，推动完成北京市首贷服务中心首笔知识产权质押贷款业务，该笔业务也是首贷中心知识产权质押窗口开设以来落地的首笔业务。北京农商银行积极运用首贷中心、知识产权质押平台，探索实现了小微企业融资担保...全文,0,,,财经商业
知情人士告诉记者，位于瓯海大道附近的一个楼盘，2009年开盘时曾以3万多元/平方米的价格创下了当时温州楼市的房价新高，随后的一年里被爆炒到6万多元/平方米。这个价格现在被“腰斩”。...O网页链接,1,美女炒房赔5000万，光身子跳楼自杀（现场图）,,财经商业
芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！目前警方已介入调查。怎么会这样啊？哎可惜了！愿一路走好！人民网扬子晚报孔庆东郭德纲何炅谢娜南方都市报中国新闻网有报天天读凤凰卫视爱奇艺娱乐微博同城会马伊琍刘晓庆张泉灵,1,@芙蓉姐姐就这么走了,,文体娱乐
这女的又火了，这演技，服～秒拍视频.,0,,,文体娱乐
传广电总局奇葩新“规定”：影视剧中女主角从头到尾只能喜欢一个人！不能三心二意。此举目的是为了严肃爱情观和婚恋观！（by新浪安徽）徽.信：mrsh021,1,,,文体娱乐
2019春晚节目单出来了？,1,,,文体娱乐
让大家认识一下水库里的水鬼吉林·紫光北郡诺丁山qingsudegangwan的微博视频,1,,,社会生活
友情转发：师兄捡到一张市一中考场为013座位号为11，准考证号为204101311姓名为白娅倩的高考准考证。请失主联系13830468131。。。。。。,1,,,教育考试
5.19日晚，南京三牌楼大街，南京网友亲身经历的绑架事件！南京的姑娘都长点心了！！！现在人贩子太恐怖了！！！！扩散周知！（转）,1,,,社会生活
成都留学女孩冷梦梅，在澳大利亚威尔士州遇害身亡，年仅25周岁。成都各界群众，强烈要求澳警方及时侦破，严惩嫌犯，还受害者一个公道！！！|成都·香港...,0,,,社会生活
對付女小贩，我城管採取脫褲維穩法；7月2日，惠州惠城區河南岸上馬庄启明苑门前一幕。,1,转自搜狐微博,,社会生活
台风你真的很可怕不正常人类调研中心的微博视频,1,,#超强台风利奇马来了#,灾难事故
有没有人和我一样，QQ上有很多这样的好友，从来没有聊过天，但也从来没想过把他们删掉，因为他们都默默地陪伴了我们很多年了。,0,,,社会生活
新的骗局又来了。如果你收到任何一个电话（包括10086或10010）说是在检查你的手机线路，并要求你按#或其它任何按键，请不要按那些键，并马上结束通话。那是一家欺诈公司，他们的机器能在你按下这些键后，连接到你的SIM卡，并用你的钱来打电话。把这消息转发给尽可能多的朋友，阻止这项欺诈。,1,,,社会生活
听说飞机找到了。这消息真假。？？,1,,,灾难事故
说好的一城、一湖、一江、一文化、一风情呢？女子丽江遭暴打，施暴者拿碎酒瓶划伤受害者脸部，并在拍摄视频威胁后扬长而去，两个月舆论无法控制才处理，当事人琳哒是我只能发微博求助。我真怀疑这还是我曾经去过的丽江吗？事发已经两个多月了，姑娘发微博居然比报警管用！,0,,,社会生活
近日在山西五保高速，降雪导致车辆拥堵，室外温度只有零下20℃。一刚出生3天的婴儿因喝不到母乳和奶粉在车内哭闹，一女士闻讯后主动为其哺乳。交警尽力疏散滞留车辆，打开中央护栏，将婴儿送往医院。小婴儿一切平安，为好心人点(央视记者崔肖冉),0,新生儿被困高速又冷又饿路人交警齐救助,#正能量#,社会生活
1、说出来会被嘲笑的梦想，才有实践的价值。2、解释永远是多余的，因为懂你的人不需要它，不懂你的人更不需要它。3、精神不正常的人，就是那些企图使现实世界适应自己头脑里想法的人。4、真正的勇敢包括两个方面：一是迎战不应该害怕的，二是害怕应该害怕的。,0,经典语录,,文体娱乐
“时间紧迫，上午10点多，我已经给最高检死刑复核检察厅传真了请求信，请求对林森浩死刑核准进行紧急干预”，林森浩的代理律师告诉，并称林父对这个结果“泣不成声”。,0,复旦投毒案尘埃落定律师请最高检紧急干预,#热点#,社会生活
李娜反击孙晋芳：我崩溃？对我的非难，从奥运会开始一直到现在。我想问您：如果我的失败叫崩溃，刘翔的那一幕叫什么？----问的好，刘翔跌倒了也是英雄。领导说你是崩溃就是崩溃。这就是官员与草民的区别。,1,,,文体娱乐
今天，俄罗斯总统新闻秘书佩斯科夫向媒体表示，在巴黎气候大会举办期间，俄总统普京不会与土耳其总统埃尔多安举行会晤。佩斯科夫还表示，目前普京的日程表上也没有安排任何与埃尔多安的接触。（央视记者薛冰）,0,俄总统秘书：巴黎气候大会期间普京不会与埃尔多安会晤,#土耳其击落俄战机#,军事
1月14日，“大连卢书记”登上热搜，引发舆论关注。红星新闻记者联系到视频中“拦下王某并‘怒怼’卢书记”的志愿者小张，目前他仍在小区外站岗。据他介绍，事发一个小时后，王某和卢书记又到社区当面致歉。小张回忆...全文,0,#怒怼大连卢书记志愿小伙回应#：事发后被拦者曾当面道歉，自称比较累没控制好情绪,#怒怼大连卢书记志愿小伙回应#,政治
最新消息，高通宣布收购AMD。,1,,,财经商业
什么叫做会呼吸的痛？就是鼻炎+重感冒鼻塞，用嘴喘气，然后，吃一肚子柳絮杨絮（真的不会在肠胃里长出柳树、杨树么…,0,,,社会生活
朱梓骁饰蒙陆飞（蒙奇D路飞）张翰饰罗索隆（罗罗诺亚索隆）苏醒饰山志（香吉士）王宝强饰吴硕蒲（乌索普）曾拍摄的导演傅东育，在前不久已经购买了原作者尾田荣一郎的翻拍版权，还真是有点好奇~~.）..【关注重口味流氓女,1,网络传东方卫视要拍《海贼王》真人版电视剧,#仅供娱乐#,文体娱乐
喜欢一个人是犯贱的开始死厚脸皮的找着别人聊天死厚脸皮的问一句你怎么不理我了死厚脸皮的叫人家早点睡觉早点回家死厚脸皮的硬挤出幽默可能人家收到短信的时候心里在想他妈的这傻逼怎么这么烦啊,0,,,文体娱乐
埃航黑匣子找到视频惨啦??太原气球气象的秒拍视频,1,,,灾难事故
一手消息，1.30学友抵达浙江金华！好好休息喔宝儿爱糖糖...,0,,#张学友AClassicTour世界巡回演唱会#,文体娱乐
深圳市罗湖区笋岗玩具市场发生砍人事件！O网页链接,1,,,社会生活
"对于经常说你胖的人,就该这么干",0,,,文体娱乐
看的我汗毛都竖起来了，现在还有点怕！！！转给身边的盆友并且一定认真读完，否则真遇到就来不急了！！！(转),1,恐怖新骗局,,社会生活
疫情下超百人在香港元朗非法集聚，“港独”议员许智峰被捕疫情下超百人在香港元朗非法集聚，“港独”议员许智峰被捕来自腾讯新闻,0,,#腾讯新闻#,政治
致敬英雄，看一次哭一次王之涵520的微博视频,1,,#中国军队维和牺牲官兵名单#,军事
为强化广播电视节目的科学评价和规范管理，准确掌握广播电视节目收视情况，国家广播电视总局制定并发布了,0,,,文体娱乐
计羽，北京大学光华管理学院2010级本科生，实名举报北京大学学生会主席——戴威。,1,,,教育考试
我只能说我有留一手我在:,1,,#文章净身出户#,文体娱乐
几月前，四川泸州，有人捡到一种石头，手感光滑温润，还有一定通透性，被认为是新的玉石，消息一传开，上千人赶来挖石，每天还有专人来收，100元1斤。经专家鉴定，这种石头属石英石，无收藏价值，是长江上游常见的，石头…(央视记者白璐),0,"上千人河滩挖""玉""，还有人专门收购，经鉴定：是普通石头[汗]",,财经商业
日本超人气萌兔，因为主人经常在twitter上更新它的动态而爆火。这只兔兔的好奇心太大，时常在门缝里，墙根处衣柜里探出头偷偷观察麻麻在忙什么……看到最后却不知不觉哭了,0,全球最爱偷窥主人的一只[兔子]的日常,#有意思#,文体娱乐
"""万能的朋友圈，请给我女儿投一票""...调查显示，有四成多的人认为“绑架式”的拉票让人反感。网友：孩子们，得奖后一定要珍惜啊，这是多少人忍受煎熬换来的啊，以后简历一定要写上：高中三好生、小学优秀干部，幼儿园最萌宝宝微信投票第一名...",0,“朋友圈”变“投票圈”，如此绑架式点赞你烦不烦？,,社会生活
(〃▽〃)猫咪第一次见小豚鼠：诶，这是个啥啊......还挺萌的......摸摸头,0,,,文体娱乐
让仇和名扬天下的就是这张掀起全国暴力拆迁的著名照片：一队浩浩荡荡人马在滚滚尘土中奔赴暴力拆迁现场，中间穿皮夹克敞着怀大步流星的宿迁市委(县级市)书记仇和，一边是提着警棍夹着判决书的，另一边是扛着摄像机的，后面是庞大的推土机和各种拆迁机器。准备在对拆迁户施行专政后再实行舆论讨伐。,1,,,政治
被美军斩首的波斯“军神”苏莱曼尼，居然是国际公认的恐怖分子，位列联合国安理会第1747号决议名单中。2007年3月24日第5647次会议通过，当时中俄都投了赞成票。所以，恐怖分子，人人得以诛之。,1,原来是恐怖分子??,,军事
赣榆城西酒厂爆炸！望无伤亡????????福城赣榆连云港报哥平安江苏网页链接,1,,#赣榆爆炸#,灾难事故
原来，日本人从来都不用三文鱼做刺身吃的。蔡澜正统的日本铺子，绝对不会卖三文鱼刺身，因为他们老早知道它的虫极多，只能用盐腌制过后烧熟来吃三文鱼鱼肉颜色一直保持鲜红，即使腐坏了也不变，又闻不出异味，要非常非常小心爱鱼生的各位要小心啦！（做一个睿智聪慧的女人就关注女生要懂的智慧）,1,,,医药健康
随着年龄增长，很多人鼻翼到嘴角处会渐渐生出法令纹。专家指出，简单的面部按摩可以刺激真皮组织血液和淋巴液的循环，提高新陈代谢功能，预防或减轻法令纹。方法都给你摆在这儿了↓，还不收了试试？,0,巧按摩，赶走法令纹,#健康时间#,医药健康
牙膏底部的短线，绿色是天然的，蓝色是天然加药物，红色是药物加化学，黑色是纯化学。,1,,,医药健康
今天，上海地铁10号线发生故障，两车成功合体，真心恐怖。（拍摄：沙漠风雨晴）,1,见过么？10线合体成功,,灾难事故
据文化和旅游部微信公众号消息，综合各地旅游部门、通讯运营商、线上旅行服务商的数据，经中国旅游研究院(文化和旅游部数据中心)测算，八天长假期间，全国共接待国内游客6.37亿人次，按可比口径同比恢复79.0%；实现国内旅游收入4665.6亿元，按可比口径同比恢复69.9%。（中国新闻网）,0,国庆中秋8天假期#全国共接待国内游客6.37亿人次#,#全国共接待国内游客6.37亿人次#,财经商业
1月23日，湖北咸宁协调辖区内放假企业恢复生产，开足马力生产口罩等医疗器械，以便确保疫情防控中医用物资供应。一家公司生产车间已有50多名放假员工重返岗位，重启医用口罩和医用消毒生产线及包装线。一手video的秒拍视频,0,#公司取消休假赶制100万只口罩#：支援武汉[加油],#公司取消休假赶制100万只口罩#,财经商业
先别急着加入购物车了，想想你去年买回来的坑爹玩意儿吧,0,,#同学，你购物车炸了#,社会生活
5月11日，万达旗下AMC院线（NYSE:AMC）美股盘前涨超80%。当天，有外媒报道称，亚马逊（Nasdaq:AMZN）正在考虑收购这家影院运营商的可能性。AMC院线盘前大涨超80%外媒称亚马逊有意对其发起收购,0,AMC院线盘前大涨超80%，外媒称亚马逊有意对其发起收购,,财经商业
排行榜综合微博、博客以及公众号数据，打造了一个横跨全网多屏的综合影响力榜单，统计周期分为周榜和月榜。除总榜外，还包括九个按照垂直领域进行分类的子榜单。今后，这一排行榜将是新浪“Z计划”中评估自媒体影响力的重要依据之一。,0,新浪发布全媒体影响力排行榜,,文体娱乐
全国首家“无人银行”亮相大堂经理是智能机器人银行里没有忙碌的工作人员和拥挤的排队客户，而是各种机器人、智慧柜员机、存取款机、外汇兑换机等智能化设备，科技感十足。业内观点无人银行是银行物理网点的一个创新，是转型的一种选择，但并不意味着会成为一种趋势，线上银行才是未来银行业发展开全文c,0,,,科技
"中国投资美国两房债券3760亿美元全部泡汤,这是全球大新闻,在中国是禁闻。中国持有美国国债总额9002亿美元,是美最大债权国,而两房债卷占45%。随着美国两房退市,中国约40000亿美元债券血本无归,成为一废纸。辛丑条约赔款4.5亿两,平均一国人赔一两,而现在每人要赔300多美元。转",1,国贼！,,财经商业
今天出狱，出狱即巅峰，900w签约快手，打工是不可能打工的啦，这辈子都不可能。yevon_ou的微博视频,1,zt,,文体娱乐
近日，广电总局发布的通知。通知要求，广播电视节目收视大数据统计采用全面调查方法，通过大数据方式汇聚、分析用户收视数据。要求各单位要贯彻落实防范和惩治广播电视和网络视听统计造假、弄虚作假责任制，健全统计数据质量责任...全文,0,,#网络视听收视数据将纳入统计#,文体娱乐
今天是9月28日，孔子2563年诞辰。1939年国民政府将孔子诞辰日为教师节。现联合国教科文组织及中国台湾和香港教师节，都定在孔子诞辰日9月28日。在此呼吁，将教师节改为每年的9月28日，这不仅仅是为了纪念一位伟大的老师，更希望以此唤醒国人对一个伟大和悠久的文化传统的尊重和信奉。,1,孔子诞辰,,文体娱乐
最后十秒钟，该是多么的绝望。哎Clair_de_Lune_Lee的秒拍视频,1,,#埃塞俄比亚客机失事#,灾难事故
被卷心菜的制作工艺吓哭了我就想问一句：这玩意儿能吃吗？以后还能不能愉快地吃卷心菜了！！？O网页链接,1,,,医药健康
大早上给大家来点提神的！120名吸毒明星名单！速度围观啊乐哥看完整个人都不好了！！！！！！！！！居然有他！！！！O网页链接,1,,#乐居欢乐团#,文体娱乐
回顾：疑似后妈出手家暴女孩，被打女孩奄奄一息，护着女孩的小男该一个眼神引起网友的重视……,1,,,社会生活
“会说话的汤姆猫”巨亏24亿背后：商誉减值、少年暴富、资本迷局“会说话的汤姆猫”巨亏24亿背后：商誉减值、少年暴富、资本迷局,0,,,财经商业
看到朋友圈发的本色少女被迷奸抛尸、我只想说人其实活着就好。2255省道,1,,,社会生活
衡阳市不动产登记中心平常还有这福利？！江湖人称力哥衡阳发布,0,吃饭带美女！,#三湘纪监#,社会生活
据外媒，在G20峰会上，美国总统奥巴马私下与俄罗斯总统普京举行了长达35分钟的非正式会晤。美国总统国家安全事务助理苏珊·赖斯也参加了这次会面。这次会晤主要是关于叙利亚的反恐问题。俄方表示，虽然双方仍然存在分歧，但谈话是“建设性的”。,0,巴黎恐怖袭击后，奥巴马与普京进行了长时间的私聊...,,灾难事故
当地时间11月17日，俄亥俄州州长迈克·德威恩宣布当日起将在全州实行宵禁，以帮助对抗疫情在该州的蔓延。网页链接,0,确诊病例激增美国俄亥俄州17日起实行全州宵禁,,医药健康
郭美美对记者说，她其实就是一个失业人员，并不是大家想象的那样。她还说：她已经向政府申请了低保，目前已经获批。更多爆料请关注史官在线,1,郭美美申请低保，居然获准通过！,,政治
